City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
290,Tevaitoa,PF,2020-12-16 04:48:05,-16.78,-151.5,81.48,74,63,19.98
291,Zhoukou,CN,2020-12-16 04:48:05,33.63,114.63,42.94,50,51,2.3
292,Mahebourg,MU,2020-12-16 04:46:13,-20.41,57.7,80.6,83,40,16.11
293,Hasaki,JP,2020-12-16 04:48:05,35.73,140.83,50.0,26,20,4.7
294,Sao Joao Da Barra,BR,2020-12-16 04:47:59,-21.64,-41.05,74.77,87,100,13.8
295,Grand Gaube,MU,2020-12-16 04:48:06,-20.01,57.66,82.0,79,4,8.01
296,Sabang,ID,2020-12-16 04:48:06,5.89,95.32,81.25,73,86,2.64
297,Kidal,ML,2020-12-16 04:48:06,18.44,1.41,69.89,23,0,7.81
298,Aklavik,CA,2020-12-16 04:48:06,68.22,-135.01,-16.6,75,100,3.36
299,Akyab,MM,2020-12-16 04:48:07,20.15,92.9,82.27,42,5,3.02
300,Sambava,MG,2020-12-16 04:48:07,-14.27,50.17,81.52,60,61,5.7
301,Poum,NC,2020-12-16 04:48:07,-20.23,164.02,79.14,74,46,8.61
302,Strezhevoy,RU,2020-12-16 04:48:07,60.73,77.59,-7.6,83,90,11.18
303,Teya,RU,2020-12-16 04:48:08,60.38,92.63,-16.89,85,93,3.29
304,Nhulunbuy,AU,2020-12-16 04:48:08,-12.23,136.77,80.6,78,75,9.17
305,Lengshuijiang,CN,2020-12-16 04:46:16,27.69,111.43,39.94,67,96,4.07
306,Ferry Pass,US,2020-12-16 04:48:08,30.51,-87.21,55.4,76,90,6.89
307,San Carlos De Bariloche,AR,2020-12-16 04:48:08,-41.15,-71.31,46.4,65,0,12.75
308,Franklin Park,US,2020-12-16 04:43:51,41.94,-87.87,30.2,58,90,12.75
309,Sabzevar,IR,2020-12-16 04:48:09,36.21,57.68,24.8,85,85,9.17
310,Alice Springs,AU,2020-12-16 04:45:10,-23.7,133.88,100.4,13,0,6.93
311,Rio Grande,BR,2020-12-16 04:48:09,-32.03,-52.1,68.7,91,1,6.06
312,Olafsvik,IS,2020-12-16 04:48:10,64.89,-23.71,37.81,83,96,31.12
313,Tabou,CI,2020-12-16 04:48:10,4.42,-7.35,78.01,85,93,5.44
314,Sumenep,ID,2020-12-16 04:48:10,-7.02,113.87,86.14,66,31,2.59
315,Cozumel,MX,2020-12-16 04:48:10,20.51,-86.95,73.4,94,20,7.78
316,Karatuzskoye,RU,2020-12-16 04:48:10,53.61,92.87,12.72,94,100,2.35
317,Paita,PE,2020-12-16 04:48:11,-5.09,-81.11,67.98,81,21,7.67
318,Gwadar,PK,2020-12-16 04:44:08,25.12,62.33,65.26,28,0,17.94
319,Narasannapeta,IN,2020-12-16 04:48:11,18.42,84.05,81.18,49,62,8.3
320,Thrissur,IN,2020-12-16 04:48:11,10.52,76.22,84.2,66,40,5.82
321,Itaituba,BR,2020-12-16 04:48:12,-4.28,-55.98,75.0,85,82,1.95
322,Smithers,CA,2020-12-16 04:48:12,54.78,-127.17,28.4,92,90,8.05
323,Navalgund,IN,2020-12-16 04:48:12,15.57,75.37,77.77,58,27,15.35
324,Vanimo,PG,2020-12-16 04:48:12,-2.67,141.3,83.59,70,100,2.26
325,Pevek,RU,2020-12-16 04:48:13,69.7,170.31,8.37,92,100,6.62
326,Tokur,RU,2020-12-16 04:48:13,53.13,132.9,-20.13,85,92,2.71
327,Coquimbo,CL,2020-12-16 04:44:58,-29.95,-71.34,55.4,93,0,3.36
328,Izvestkovyy,RU,2020-12-16 04:48:13,48.98,131.55,-2.83,76,0,11.01
329,Nantucket,US,2020-12-16 04:48:14,41.28,-70.1,33.8,43,1,14.99
330,Porto Seguro,BR,2020-12-16 04:48:14,-16.45,-39.06,73.4,88,40,3.36
331,Vicuna,CL,2020-12-16 04:48:14,-30.03,-70.71,55.4,93,0,3.36
332,Montepuez,MZ,2020-12-16 04:48:14,-13.13,39.0,75.52,73,94,4.9
333,Klyuchi,RU,2020-12-16 04:48:15,52.27,79.17,7.95,94,100,9.71
334,Manthani,IN,2020-12-16 04:48:15,18.65,79.67,80.89,57,0,1.01
335,Funtua,NG,2020-12-16 04:48:15,11.52,7.31,62.87,30,0,10.63
336,Melivoia,GR,2020-12-16 04:48:15,39.75,22.8,48.99,93,20,1.43
337,Upernavik,GL,2020-12-16 04:48:15,72.79,-56.15,15.85,84,6,8.14
338,Taltal,CL,2020-12-16 04:48:16,-25.4,-70.48,59.27,78,20,0.49
339,Uthal,PK,2020-12-16 04:48:16,25.81,66.62,66.38,23,0,4.81
340,Longyearbyen,SJ,2020-12-16 04:48:16,78.22,15.64,5.0,60,0,20.8
341,Road Town,VG,2020-12-16 04:47:15,18.42,-64.62,77.0,89,2,8.01
342,Grafton,US,2020-12-16 04:48:16,42.21,-71.69,24.01,41,1,9.17
343,Nizhnedevitsk,RU,2020-12-16 04:48:17,51.54,38.37,26.6,92,90,4.47
344,Tremedal,BR,2020-12-16 04:48:17,-14.98,-41.41,64.13,92,1,3.67
345,Mahajanga,MG,2020-12-16 04:48:17,-15.72,46.32,80.6,65,20,8.05
346,Lukovetskiy,RU,2020-12-16 04:48:17,64.3,41.92,23.0,92,90,2.24
347,Westerly,US,2020-12-16 04:48:18,41.38,-71.83,28.4,49,1,4.7
348,Zalantun,CN,2020-12-16 04:48:18,48.0,122.72,9.01,72,0,7.25
349,Bhunya,SZ,2020-12-16 04:48:18,-26.55,31.02,66.24,84,100,1.45
350,Egvekinot,RU,2020-12-16 04:48:18,66.32,-179.17,5.4,92,76,11.65
351,Altona,DE,2020-12-16 04:48:19,53.55,9.93,46.99,93,100,6.62
352,Maun,BW,2020-12-16 04:48:19,-19.98,23.42,71.11,81,84,5.59
353,Mumford,GH,2020-12-16 04:48:19,5.26,-0.76,78.6,88,99,9.15
354,Krasnovishersk,RU,2020-12-16 04:48:19,60.41,57.08,15.19,96,100,8.19
355,Voi,KE,2020-12-16 04:46:07,-3.39,38.56,73.58,82,90,6.76
356,Rivera,UY,2020-12-16 04:48:20,-30.91,-55.55,62.04,69,6,6.02
357,Port Hardy,CA,2020-12-16 04:48:20,50.7,-127.42,46.4,93,90,4.7
358,Vrnograc,BA,2020-12-16 04:48:20,45.16,15.95,35.6,93,90,3.36
359,Carutapera,BR,2020-12-16 04:48:20,-1.2,-46.02,76.39,87,100,3.78
360,Parry Sound,CA,2020-12-16 04:48:21,45.35,-80.03,15.01,65,88,7.16
361,Aras,ES,2020-12-16 04:48:21,42.56,-2.36,37.4,93,0,3.36
362,Milkovo,RU,2020-12-16 04:48:21,54.72,158.62,16.92,95,61,7.61
363,Paamiut,GL,2020-12-16 04:44:12,61.99,-49.67,32.92,83,0,11.72
364,Kant,IN,2020-12-16 04:48:22,27.8,79.8,65.21,31,29,6.62
365,Rabo De Peixe,PT,2020-12-16 04:48:22,37.8,-25.58,59.0,82,40,4.7
366,Yerbogachen,RU,2020-12-16 04:48:22,61.28,108.01,-3.98,90,99,7.14
367,Novomalorossiyskaya,RU,2020-12-16 04:48:22,45.63,39.89,39.6,93,83,7.92
368,Tete,MZ,2020-12-16 04:48:23,-16.16,33.59,82.4,69,75,6.93
369,Nanfeng,CN,2020-12-16 04:48:23,23.74,111.8,45.54,67,100,4.25
370,Vysokogornyy,RU,2020-12-16 04:48:23,50.12,139.15,-9.36,88,100,8.75
371,Yertsevo,RU,2020-12-16 04:48:23,60.8,40.09,15.37,98,90,4.05
372,Sisimiut,GL,2020-12-16 04:48:24,66.94,-53.67,21.7,89,6,9.98
373,Kapuskasing,CA,2020-12-16 04:48:24,49.42,-82.43,-9.4,76,86,4.7
374,La Romana,DO,2020-12-16 04:48:24,18.43,-68.97,68.0,94,20,6.73
375,Gushikawa,JP,2020-12-16 04:48:24,26.35,127.87,66.2,67,90,9.17
376,Nouadhibou,MR,2020-12-16 04:48:24,20.93,-17.03,62.6,88,0,18.34
377,Nemuro,JP,2020-12-16 04:48:25,43.32,145.57,26.6,45,75,10.29
378,Grand Falls,CA,2020-12-16 04:48:25,47.05,-67.74,3.2,59,1,9.17
379,Alta Floresta,BR,2020-12-16 04:48:25,-9.88,-56.09,70.34,95,94,2.53
380,Clyde River,CA,2020-12-16 04:48:25,70.47,-68.59,-0.4,77,1,25.28
381,Marzuq,YE,2020-12-16 04:48:26,14.4,46.47,62.15,28,15,1.32
382,Bandarbeyla,SO,2020-12-16 04:48:26,9.49,50.81,76.66,73,48,19.82
383,Oranjestad,AW,2020-12-16 04:44:25,12.52,-70.03,80.6,78,20,11.41
384,Astoria,US,2020-12-16 04:48:26,46.19,-123.83,50.0,87,90,10.29
385,Ust-Omchug,RU,2020-12-16 04:48:27,61.15,149.63,-19.55,82,100,8.97
386,Gladstone,AU,2020-12-16 04:48:27,-23.85,151.25,86.0,58,9,14.99
387,San Rafael Del Sur,NI,2020-12-16 04:48:27,11.85,-86.44,77.0,94,20,4.7
388,Tezu,IN,2020-12-16 04:48:27,27.92,96.17,74.84,24,0,3.36
389,Denpasar,ID,2020-12-16 04:44:18,-8.65,115.22,77.0,94,75,5.82
390,Carbondale,US,2020-12-16 04:43:29,37.73,-89.22,34.0,74,90,3.36
391,Lebu,CL,2020-12-16 04:48:28,-37.62,-73.65,51.62,82,0,19.37
392,Hongjiang,CN,2020-12-16 04:48:28,27.11,110.0,36.72,80,100,3.29
393,Port Lincoln,AU,2020-12-16 04:48:29,-34.73,135.87,64.47,71,70,11.79
394,Broome,US,2020-12-16 04:48:29,42.25,-75.83,19.99,78,1,3.36
395,Sao Felix Do Xingu,BR,2020-12-16 04:48:29,-6.64,-51.99,70.14,91,27,0.96
396,Salta,AR,2020-12-16 04:48:29,-24.79,-65.41,73.4,64,75,3.36
397,Pochutla,MX,2020-12-16 04:48:29,15.74,-96.47,71.01,88,38,3.13
398,Whyalla,AU,2020-12-16 04:48:30,-33.03,137.58,78.8,50,54,14.99
399,Saldanha,ZA,2020-12-16 04:48:30,-33.01,17.94,57.2,82,0,8.05
400,Dearborn,US,2020-12-16 04:48:30,42.32,-83.18,28.99,58,1,10.29
401,Ahuimanu,US,2020-12-16 04:48:30,21.44,-157.84,78.8,73,40,9.17
402,Dingzhou,CN,2020-12-16 04:48:31,38.51,115.0,35.6,24,0,2.24
403,Avera,US,2020-12-16 04:48:31,33.19,-82.53,44.6,75,90,9.17
404,Xiamen,CN,2020-12-16 04:48:05,24.48,118.08,57.2,67,90,17.9
405,Bonavista,CA,2020-12-16 04:48:31,48.65,-53.11,23.0,92,98,18.34
406,Atambua,ID,2020-12-16 04:48:31,-9.11,124.89,78.22,89,82,5.14
407,Uribia,CO,2020-12-16 04:48:32,11.71,-72.27,77.92,82,87,10.67
408,Visnes,NO,2020-12-16 04:48:32,59.36,5.22,48.0,93,77,8.05
409,Arawa,PG,2020-12-16 04:48:32,-6.21,155.54,84.24,75,100,4.09
410,Nanga Eboko,CM,2020-12-16 04:48:32,4.68,12.37,68.92,98,85,0.92
411,Shambu,ET,2020-12-16 04:48:33,9.57,37.1,54.77,50,36,2.15
412,Vestmannaeyjar,IS,2020-12-16 04:48:33,63.44,-20.27,42.94,84,88,22.39
413,Rantauprapat,ID,2020-12-16 04:48:33,2.1,99.83,90.09,56,100,1.9
414,Masumbwe,TZ,2020-12-16 04:48:33,-3.63,32.18,66.47,89,87,1.59
415,Pangnirtung,CA,2020-12-16 04:48:33,66.15,-65.71,6.49,71,100,2.33
416,Shache,CN,2020-12-16 04:48:34,38.42,77.24,27.57,90,57,7.09
417,Beian,NO,2020-12-16 04:48:34,63.66,9.57,44.6,87,75,10.29
418,Edremit,TR,2020-12-16 04:48:34,39.6,27.02,50.0,81,75,16.11
419,Shimanovsk,RU,2020-12-16 04:48:34,52.0,127.7,-4.83,83,0,8.03
420,Adre,TD,2020-12-16 04:48:35,13.47,22.2,60.6,31,77,11.95
421,Havre-Saint-Pierre,CA,2020-12-16 04:48:35,50.23,-63.6,12.2,61,1,18.34
422,Hailun,CN,2020-12-16 04:48:35,47.45,126.93,0.66,80,0,8.21
423,Pandan,PH,2020-12-16 04:48:35,14.05,124.17,82.78,76,82,14.07
424,Sinjar,IQ,2020-12-16 04:48:35,36.32,41.88,50.9,91,62,13.73
425,George Town,MY,2020-12-16 04:45:12,5.41,100.34,87.8,79,20,5.82
426,Ilulissat,GL,2020-12-16 04:48:36,69.22,-51.1,26.6,45,72,13.87
427,Cerfontaine,BE,2020-12-16 04:48:36,50.17,4.41,43.0,100,89,8.05
428,Sept-Iles,CA,2020-12-16 04:48:36,50.2,-66.38,14.0,61,53,18.34
429,Mnogovershinnyy,RU,2020-12-16 04:48:36,53.94,139.92,-5.96,92,100,10.69
430,Nanortalik,GL,2020-12-16 04:48:37,60.14,-45.24,29.64,91,98,11.77
431,Stonewall,CA,2020-12-16 04:48:37,50.13,-97.33,15.8,78,90,10.29
432,Kruisfontein,ZA,2020-12-16 04:47:24,-34.0,24.73,59.0,94,1,5.26
433,Muisne,EC,2020-12-16 04:48:38,0.6,-80.03,74.71,83,51,4.03
434,Mezen,RU,2020-12-16 04:48:38,65.85,44.24,15.94,97,93,6.98
435,Quibdo,CO,2020-12-16 04:48:38,5.69,-76.66,72.43,97,98,2.13
436,Tolaga Bay,NZ,2020-12-16 04:48:38,-38.37,178.3,76.93,41,0,8.19
437,Toamasina,MG,2020-12-16 04:48:38,-18.17,49.38,75.2,83,75,6.93
438,Bamiantong,CN,2020-12-16 04:48:39,44.93,130.53,2.68,82,0,12.86
439,Kiunga,PG,2020-12-16 04:48:39,-6.12,141.29,87.89,69,63,4.29
440,Bainbridge,US,2020-12-16 04:44:57,47.63,-122.52,48.0,87,90,14.99
441,Bambui,BR,2020-12-16 04:48:39,-20.01,-45.98,68.32,87,100,3.83
442,Xai-Xai,MZ,2020-12-16 04:48:40,-25.05,33.64,79.41,79,78,9.06
443,Nioro,GM,2020-12-16 04:48:40,13.35,-15.75,65.34,32,1,4.72
444,Khrebtovaya,RU,2020-12-16 04:48:40,56.7,104.25,6.04,93,100,14.0
445,Talnakh,RU,2020-12-16 04:48:41,69.49,88.4,-5.8,83,100,20.13
446,Vredendal,ZA,2020-12-16 04:48:41,-31.67,18.5,63.46,63,0,2.21
447,San Juan,AR,2020-12-16 04:48:41,-31.54,-68.54,71.51,22,0,7.99
448,Neubrandenburg,DE,2020-12-16 04:48:41,53.57,13.27,46.0,97,82,7.25
449,Sharjah,AE,2020-12-16 04:48:42,25.36,55.4,66.2,72,0,3.36
450,Chihuahua,MX,2020-12-16 04:46:32,28.5,-106.0,42.8,26,5,11.41
451,Jalu,LY,2020-12-16 04:48:42,29.03,21.55,49.48,83,0,6.29
452,Sao Jose Da Coroa Grande,BR,2020-12-16 04:48:42,-8.9,-35.15,76.8,83,75,7.63
453,Beatrice,US,2020-12-16 04:48:43,40.27,-96.75,21.2,92,90,3.36
454,Hay River,CA,2020-12-16 04:45:03,60.82,-115.8,-16.6,75,100,4.7
455,Manta,EC,2020-12-16 04:48:43,-0.95,-80.73,73.4,78,75,3.36
456,Bagotville,AU,2020-12-16 04:48:43,-28.98,153.42,75.2,88,90,19.46
457,Grindavik,IS,2020-12-16 04:48:43,63.84,-22.43,42.8,70,90,18.34
458,Segarcea,RO,2020-12-16 04:48:44,44.1,23.75,37.4,93,75,3.36
459,Itacoatiara,BR,2020-12-16 04:48:44,-3.14,-58.44,73.9,91,93,1.61
460,Sinop,TR,2020-12-16 04:48:44,41.77,34.87,46.36,90,100,5.59
461,Sindor,RU,2020-12-16 04:48:45,62.86,51.89,15.49,97,98,5.17
462,Lasa,IT,2020-12-16 04:48:45,46.62,10.7,32.0,63,90,5.82
463,Peniche,PT,2020-12-16 04:48:45,39.36,-9.38,61.0,85,100,14.0
464,Port Victoria,KE,2020-12-16 04:48:45,0.09,33.98,69.21,55,90,8.25
465,Lumphat,KH,2020-12-16 04:48:46,13.49,106.98,89.46,49,74,5.84
466,Inuvik,CA,2020-12-16 04:48:46,68.35,-133.72,-16.6,75,99,3.36
467,Linxia,CN,2020-12-16 04:48:46,35.6,103.21,24.75,82,64,2.73
468,Puteyets,RU,2020-12-16 04:48:46,65.17,57.09,11.08,95,100,8.79
469,Provideniya,RU,2020-12-16 04:48:47,64.38,-173.3,19.4,79,90,15.66
470,Lazaro Cardenas,MX,2020-12-16 04:48:47,17.96,-102.2,73.94,86,79,2.75
471,Dunedin,NZ,2020-12-16 04:48:47,-45.87,170.5,62.01,78,98,8.68
472,Laukaa,RU,2020-12-16 04:48:48,58.74,29.85,28.96,96,100,8.75
473,Champerico,GT,2020-12-16 04:48:48,14.3,-91.92,68.0,97,4,4.23
474,Charcas,MX,2020-12-16 04:48:48,23.13,-101.12,53.28,40,0,12.26
475,Kwakoa,TZ,2020-12-16 04:48:49,-3.77,37.72,72.41,78,47,5.86
476,Elizabeth City,US,2020-12-16 04:48:49,36.29,-76.25,41.0,80,1,10.29
477,Puerto Madryn,AR,2020-12-16 04:48:49,-42.77,-65.04,63.68,35,14,25.19
478,Moranbah,AU,2020-12-16 04:48:50,-22.0,148.05,93.31,35,42,21.97
479,Baruun-Urt,MN,2020-12-16 04:48:50,46.68,113.28,-0.58,88,0,14.07
480,Berlevag,NO,2020-12-16 04:48:50,70.86,29.09,30.2,63,90,18.34
481,Los Llanos De Aridane,ES,2020-12-16 04:48:50,28.66,-17.92,60.8,67,0,8.05
482,Qaqortoq,GL,2020-12-16 04:48:51,60.72,-46.03,39.2,35,72,34.45
483,Petropavlovsk-Kamchatskiy,RU,2020-12-16 04:48:51,53.05,158.65,30.2,63,40,13.42
484,Acurenam,GQ,2020-12-16 04:48:51,1.03,10.65,67.46,99,98,1.83
485,Stornoway,GB,2020-12-16 04:48:51,58.21,-6.39,46.4,70,92,13.87
486,Andijon,UZ,2020-12-16 04:47:27,40.78,72.34,32.0,56,85,15.99
487,Aitape,PG,2020-12-16 04:48:52,-3.14,142.35,83.01,75,100,5.5
488,Clayton,US,2020-12-16 04:48:52,33.53,-84.37,45.0,70,90,10.29
489,Wageningen,NL,2020-12-16 04:48:52,51.97,5.67,45.0,100,90,5.82
490,Klaksvik,FO,2020-12-16 04:48:52,62.23,-6.59,41.0,100,80,6.93
491,Yangzhou,CN,2020-12-16 04:48:53,32.4,119.44,44.01,31,0,8.81
492,Tessalit,ML,2020-12-16 04:48:53,20.2,1.01,60.67,29,0,1.79
493,Zaraza,VE,2020-12-16 04:48:53,9.35,-65.32,72.45,96,79,4.56
494,Rocha,UY,2020-12-16 04:48:53,-34.48,-54.33,55.63,79,60,5.97
495,Voh,NC,2020-12-16 04:48:53,-20.97,164.7,82.15,63,61,10.04
496,Lewistown,US,2020-12-16 04:48:54,40.6,-77.57,28.4,68,1,6.93
497,Simao,CN,2020-12-16 04:45:00,22.79,100.97,72.64,58,30,4.83
498,Otane,NZ,2020-12-16 04:48:54,-39.88,176.63,66.99,71,0,15.99
499,Samfya,ZM,2020-12-16 04:48:54,-11.36,29.56,68.32,85,100,1.39
500,Sao Filipe,CV,2020-12-16 04:48:55,14.9,-24.5,73.31,72,74,8.81
501,Along,IN,2020-12-16 04:48:55,28.17,94.77,72.09,39,18,0.83
502,Bandar-E Lengeh,IR,2020-12-16 04:48:55,26.56,54.88,69.8,40,0,13.87
503,Aksu,CN,2020-12-16 04:48:55,41.12,80.26,26.4,84,59,1.41
504,Kenai,US,2020-12-16 04:48:56,60.55,-151.26,27.0,92,90,3.36
505,Masuguru,TZ,2020-12-16 04:48:56,-11.37,38.42,78.42,78,14,4.79
506,Antananarivo,MG,2020-12-16 04:48:56,-18.91,47.54,68.0,72,20,3.36
507,Bar Harbor,US,2020-12-16 04:48:57,44.39,-68.2,14.0,60,1,17.22
508,Federal Way,US,2020-12-16 04:47:59,47.32,-122.31,48.0,87,90,14.99
509,Safaga,EG,2020-12-16 04:46:00,26.73,33.94,57.2,50,0,4.65
510,Hare Bay,CA,2020-12-16 04:48:58,48.85,-54.01,24.8,92,100,18.34
511,Esperance,AU,2020-12-16 04:48:58,-33.87,121.9,71.6,43,66,10.29
512,Raton,US,2020-12-16 04:48:58,36.9,-104.44,12.2,78,1,4.7
513,Tallahassee,US,2020-12-16 04:47:44,30.44,-84.28,53.6,81,75,8.05
514,Deputatskiy,RU,2020-12-16 04:48:59,69.3,139.9,-28.46,87,95,1.3
515,Benemerito De Las Americas,MX,2020-12-16 04:48:59,16.52,-90.64,68.83,97,66,1.68
516,Los Andes,CL,2020-12-16 04:48:59,-32.83,-70.6,66.2,45,0,5.82
517,Inhambane,MZ,2020-12-16 04:49:00,-23.86,35.38,78.8,88,40,2.24
518,Port Blair,IN,2020-12-16 04:49:00,11.67,92.75,84.07,72,100,14.16
519,Grootfontein,NA,2020-12-16 04:46:25,-19.57,18.12,73.9,43,38,3.89
520,Ahipara,NZ,2020-12-16 04:49:01,-35.17,173.17,67.44,61,0,10.6
521,Zemio,CF,2020-12-16 04:49:01,5.03,25.14,69.73,45,55,2.46
522,Pyinmana,MM,2020-12-16 04:49:01,19.73,96.22,81.84,55,97,4.88
523,Asfi,MA,2020-12-16 04:49:01,32.3,-9.24,60.42,82,0,5.32
524,Ilave,PE,2020-12-16 04:49:02,-16.08,-69.67,46.81,78,89,3.87
525,Gejiu,CN,2020-12-16 04:49:02,23.31,103.16,54.88,88,86,6.58
526,Faanui,PF,2020-12-16 04:49:02,-16.48,-151.75,80.65,74,45,19.95
527,Havoysund,NO,2020-12-16 04:49:03,71.0,24.66,32.0,89,75,33.33
528,Caravelas,BR,2020-12-16 04:49:03,-17.71,-39.25,71.92,93,24,3.8
529,Palmer,US,2020-12-16 04:49:03,42.16,-72.33,26.01,35,20,9.17
530,Dutse,NG,2020-12-16 04:49:03,11.76,9.34,61.56,30,3,6.04
531,Ixtapa,MX,2020-12-16 04:49:03,20.7,-105.2,66.06,84,33,2.01
532,Faya,SA,2020-12-16 04:49:04,18.39,42.45,50.0,75,0,1.9
533,Quelimane,MZ,2020-12-16 04:49:04,-17.88,36.89,82.4,78,75,6.93
534,Pacific Grove,US,2020-12-16 04:49:04,36.62,-121.92,48.0,81,1,4.7
535,Westminster,US,2020-12-16 04:44:27,39.84,-105.04,21.99,73,1,4.5
536,Santa Cruz Del Norte,CU,2020-12-16 04:49:05,23.15,-81.92,68.0,100,5,3.36
537,Moerai,PF,2020-12-16 04:49:05,-22.43,-151.33,80.17,74,68,10.11
538,Nara,JP,2020-12-16 04:49:05,34.69,135.8,48.0,42,40,23.04
539,Matucana,PE,2020-12-16 04:49:05,-11.85,-76.4,59.52,55,100,2.35
540,Bolshaya Martynovka,RU,2020-12-16 04:49:05,47.27,41.67,34.39,92,100,7.45
541,Kijang,KR,2020-12-16 04:49:06,35.24,129.21,33.8,29,20,18.34
542,Fairbanks,US,2020-12-16 04:49:06,64.84,-147.72,8.6,71,90,5.82
543,The Valley,AI,2020-12-16 04:49:06,18.22,-63.06,77.0,83,20,2.24
544,Namibe,AO,2020-12-16 04:49:07,-15.2,12.15,65.39,84,22,2.39
545,Mossendjo,CG,2020-12-16 04:49:07,-2.95,12.73,70.3,99,100,2.66
546,Presidente Medici,BR,2020-12-16 04:49:07,-11.18,-61.9,72.52,84,4,2.42
547,The Pas,CA,2020-12-16 04:49:07,53.83,-101.25,3.2,84,90,8.05
548,Xicotencatl,MX,2020-12-16 04:49:08,23.02,-98.88,70.0,50,0,17.0
549,Santiago Del Estero,AR,2020-12-16 04:49:08,-27.8,-64.26,73.0,80,57,1.99
550,Danane,CI,2020-12-16 04:49:08,7.26,-8.15,69.35,98,67,1.5
551,Powell,US,2020-12-16 04:44:13,40.16,-83.08,30.99,58,1,8.05
552,Alofi,NU,2020-12-16 04:49:08,-19.06,-169.92,77.0,94,90,19.46
553,Bastrop,US,2020-12-16 04:49:09,32.76,-91.87,41.0,93,90,3.31
554,Cabedelo,BR,2020-12-16 04:47:11,-6.98,-34.83,77.0,88,20,5.82
555,Aykhal,RU,2020-12-16 04:49:09,66.0,111.5,-23.8,74,90,6.71
556,Musile Di Piave,IT,2020-12-16 04:47:12,45.62,12.56,41.0,93,0,4.7
557,Terny,UA,2020-12-16 04:49:09,50.98,33.98,21.63,96,3,4.97
558,Dudinka,RU,2020-12-16 04:49:10,69.41,86.18,-5.8,83,100,20.13
559,North Branch,US,2020-12-16 04:49:10,45.51,-92.98,19.0,76,99,5.01
560,Orcopampa,PE,2020-12-16 04:49:10,-15.27,-72.34,47.89,49,70,1.86
561,Madang,PG,2020-12-16 04:49:10,-5.22,145.8,84.83,71,83,6.93
562,Padang,ID,2020-12-16 04:49:11,-0.95,100.35,81.7,78,88,7.72
563,Lakatoro,VU,2020-12-16 04:49:11,-16.1,167.42,86.0,74,75,11.41
564,Mednogorsk,RU,2020-12-16 04:49:11,51.41,57.59,15.21,88,100,4.65
565,Waddan,LY,2020-12-16 04:49:12,29.16,16.14,49.75,72,46,5.06
566,Zhiryatino,RU,2020-12-16 04:49:12,53.22,33.73,30.2,92,90,2.24
567,Turbo,CO,2020-12-16 04:49:12,8.09,-76.73,76.71,89,97,2.3
568,Cockburn Town,TC,2020-12-16 04:49:12,21.46,-71.14,77.31,72,0,14.18
569,Bagdarin,RU,2020-12-16 04:49:13,54.43,113.6,-2.7,84,100,1.57
570,Sterling,US,2020-12-16 04:49:13,39.01,-77.43,28.99,68,40,3.36
571,Lumding,IN,2020-12-16 04:49:13,25.75,93.17,74.89,56,2,2.06
572,Red Bluff,US,2020-12-16 04:49:14,40.18,-122.24,46.4,75,90,3.0
573,Praia Da Vitoria,PT,2020-12-16 04:49:14,38.73,-27.07,57.99,87,75,7.47
574,Banda Aceh,ID,2020-12-16 04:49:15,5.56,95.32,83.28,69,91,3.09
575,Okhotsk,RU,2020-12-16 04:49:15,59.38,143.3,2.05,86,27,18.1
576,Pithoragarh,IN,2020-12-16 04:49:15,29.58,80.22,55.24,34,0,0.94
577,Kirensk,RU,2020-12-16 04:49:15,57.79,108.11,11.64,93,100,9.82
578,Mamallapuram,IN,2020-12-16 04:44:51,12.63,80.17,82.4,78,75,9.17
579,Vanavara,RU,2020-12-16 04:49:16,60.34,102.28,-12.08,87,100,9.53
